ggplot2,dataframe,plot,shiny,dplyr,data.table,matrix,loops,regex,function,for-loop,rstudio,list,time-series,statistics,knitr,csv,subset,r-markdown,python,date,string,vector,regression,apply,plyr,merge,lapply,if-statement,igraph,xts,machine-learning,rcpp,plotly,aggregate,graph,shinyapps,excel,reshape,parallel-processing,web-scraping,bar-chart,package,na,performance,xml,histogram,html,latex,legend,datetime,raster,tidyr,linear-regression,optimization,r-caret,boxplot,lattice,json,split,java,tidyverse,lm,leaflet,zoo,arrays,sorting,heatmap,c++,text-mining,sql,rvest,cluster-analysis,gsub,colors,correlation,tm,time,javascript,glm,reshape2,quantmod,graphics,random-forest,forecasting,shiny-server,data-visualization,linux,data-manipulation,replace,pdf,variables,text,shinydashboard,sapply,lubridate,mean,order,twitter,spatial,mysql,lme4,macos,vectorization,match,indexing,ggmap,random,matlab,grep,import,missing-data,stringr,gis,windows,algorithm,logistic-regression,markdown,predict,rcurl,sum,dataset,rodbc,scatter-plot,posixct,rpy2,count,classification,duplicates,packages,anova,apache-spark,character,bioinformatics,foreach,prediction,grouping,maps,devtools,purrr,css,visualization,geospatial,ggvis,ubuntu,sweave,pca,row,conditional,r-raster,filter,dt,rcharts,bioconductor,database,svm,cran,sql-server,s4,httr,facet,error-handling,mixed-models,r-package,bigdata,rbind,combinations,survival-analysis,read.table,sqldf,simulation,parsing,distribution,sparkr,memory,rjava,3d,c,multiple-columns,unique,join,encoding,roxygen2,frequency,pandoc,sparse-matrix,distance,h2o,label,rows,extract,axis-labels,neural-network,k-means,group-by,pandas,file,image,stata,categorical-data
tm,0.3333333333333333,0.16666666666666666,1,0.5,0.3333333333333333,1,0.07142857142857142,0.5,0.1111111111111111,0.3333333333333333,0.25,0.3333333333333333,1,1,0.5,1,0.3333333333333333,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,0.3333333333333333,0.5,1,1,1,0.14285714285714285,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,1,1,0.010309278350515464,1,0.5,0.3333333333333333,0.2,1,0.5,0,1,1,1,0.5,1,0.5,1,1,1,0.3333333333333333,0.25,1,0.5,0.3333333333333333,1,0.05555555555555555,1,0.5,1,1,0.5,0.14285714285714285,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,0.5,0.3333333333333333,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.25,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
time,0.038461538461538464,0.04,0.05263157894736842,0.25,0.09090909090909091,0.09090909090909091,0.3333333333333333,0.14285714285714285,0.25,0.125,0.1111111111111111,0.5,1,0.02857142857142857,0.2,1,0.3333333333333333,0.2,1,0.2,0.010638297872340425,0.14285714285714285,0.5,0.25,0.5,1,0.25,0.5,0.25,1,0.16666666666666666,0.5,1,1,0.1,0.25,1,0.16666666666666666,1,1,1,0.3333333333333333,0.5,1,0.16666666666666666,1,0.5,1,1,1,0.022222222222222223,0.5,1,1,0.25,1,1,1,1,0.1111111111111111,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0.5,1,1,1,1,1,1,1,1,1,0.25,1,1,0.3333333333333333,1,1,1,0.16666666666666666,1,0.5,0.3333333333333333,0.5,1,1,1,0.5,0.3333333333333333,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.2,1,1,0.16666666666666666,1,0.25,1,0.5,1,1,1,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,0.3333333333333333,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,0.25,1,1,0.5,1,0.5,1,1,1,1,1
javascript,0.1,0.5,0.125,0.004878048780487805,0.5,0.5,1,0.3333333333333333,0.25,1,0.3333333333333333,0.125,1,1,0.3333333333333333,0.2,0.14285714285714285,1,0.125,0.08333333333333333,1,1,1,1,1,1,1,1,1,0.1,1,1,1,0.05555555555555555,1,1,0.125,0.25,1,1,0.03571428571428571,0.3333333333333333,0.5,1,1,0.3333333333333333,1,0.011363636363636364,1,0.5,0.5,1,1,1,0.5,1,1,1,0.06666666666666667,1,0.25,1,1,0.0625,1,0.3333333333333333,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1,1,1,0.5,0,1,1,1,0.5,1,1,0.5,0.5,1,1,1,0.5,0.5,1,0.25,1,1,1,1,0.5,1,0.3333333333333333,1,0.5,1,1,1,1,1,0.3333333333333333,1,1,1,1,0.5,1,1,1,0.3333333333333333,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.02631578947368421,0.5,1,1,1,1,1,1,0.5,1,0.5,0.25,0.1111111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glm,0.16666666666666666,0.2,0.09090909090909091,1,0.5,0.5,0.3333333333333333,0.16666666666666666,1,0.5,0.5,0.5,0.3333333333333333,0.5,0.058823529411764705,0.5,1,0.5,1,0.14285714285714285,1,1,1,0.023809523809523808,0.5,1,1,0.3333333333333333,1,1,1,0.1,1,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,0.3333333333333333,1,1,0.5,1,0.5,1,0.3333333333333333,1,0.14285714285714285,0.5,0.1111111111111111,1,0.5,1,1,1,0.3333333333333333,0.07142857142857142,1,1,1,1,1,1,1,0.5,1,1,1,1,0.3333333333333333,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.1,1,0.5,1,1,1,0.3333333333333333,1,1,1,0.16666666666666666,1,1,1,1,0.04,1,0.07142857142857142,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,0.25,0.2,1,0.3333333333333333,1,0.07692307692307693,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.16666666666666666,1,0.5,1,1,1,1,1,0.5,1,0.25,1,0.5,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,0.25,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.5,0.3333333333333333
reshape2,0.09090909090909091,0.027777777777777776,0.25,1,0.027777777777777776,0.07692307692307693,0.25,1,0.5,1,1,1,0.25,1,1,0.5,1,0.3333333333333333,1,0.5,1,1,1,1,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,0.5,1,1,0.3333333333333333,0.016129032258064516,1,1,1,1,0.5,0.5,1,1,1,1,0.5,1,1,0.07142857142857142,1,1,1,0.5,1,0.3333333333333333,0.3333333333333333,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.25,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
quantmod,0.5,1,0.25,0.2,1,1,1,0.2,1,0.5,0.5,1,1,0.14285714285714285,1,1,0.125,1,1,1,1,1,1,1,0.5,1,0.3333333333333333,0.3333333333333333,1,1,0.03125,1,1,1,1,1,1,1,0.5,0.5,0.3333333333333333,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,0.5,1,0.25,1,1,1,1,1,0.5,0.3333333333333333,1,0.5,1,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1
graphics,0.009259259259259259,0.16666666666666666,0.0072992700729927005,0.25,1,1,0.25,0.3333333333333333,1,0.5,0.5,0.2,0.5,1,0.1111111111111111,0.14285714285714285,1,1,0.3333333333333333,0.25,0.5,1,0.5,1,1,0.5,1,1,1,1,0.3333333333333333,0.5,0.5,1,1,0.03571428571428571,1,1,0.5,1,1,0.3333333333333333,0.5,1,0.5,1,0.2,1,0.14285714285714285,0.16666666666666666,1,0.3333333333333333,1,1,1,1,0.16666666666666666,0.06666666666666667,1,0.3333333333333333,0.25,1,1,1,0.5,1,1,0.5,1,1,1,1,0.5,1,0.06666666666666667,1,0.5,1,0.5,1,0.5,1,0,1,1,1,0.14285714285714285,0.3333333333333333,1,1,0.058823529411764705,1,0.2,1,1,1,0.5,1,1,0.3333333333333333,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0.3333333333333333,0.5,0.5,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,0.1111111111111111,0.5,1,0.3333333333333333,0.5,0.3333333333333333,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1111111111111111,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.3333333333333333,1,1
random-forest,1,0.5,0.3333333333333333,0.2,1,1,0.5,1,1,0.5,1,0.25,1,0.25,0.16666666666666666,0.5,1,1,1,0.14285714285714285,1,1,1,0.1111111111111111,1,1,1,1,1,1,1,0.015873015873015872,1,1,1,1,1,1,1,0.05555555555555555,1,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,1,1,0.5,1,1,1,0.25,1,1,1,0.05263157894736842,1,1,1,1,0.3333333333333333,1,1,1,1,0.5,1,1,0.5,0.3333333333333333,1,1,0.3333333333333333,1,1,0.5,1,1,1,1,1,1,1,0,0.3333333333333333,1,0.3333333333333333,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,0.3333333333333333,0.5,1,0.2,1,1,0.5,1,1,1,1,1,0.05,1,0.5,1,0.5,1,0.5,0.16666666666666666,0.07692307692307693,1,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,1,0.16666666666666666,1,1,1,1,1,0.25,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.2,1,1,1,1,0.2,1,1,0.5,1,1,1,0.5
forecasting,0.5,0.3333333333333333,0.25,0.2,1,0.3333333333333333,1,0.3333333333333333,1,0.5,0.25,0.5,1,0.010638297872340425,0.1,1,0.5,1,0.5,0.5,1,1,0.5,0.1111111111111111,1,1,1,0.3333333333333333,1,1,0.25,0.3333333333333333,0.5,1,1,0.5,1,0.3333333333333333,0.5,0.5,1,1,0.3333333333333333,0.5,1,1,1,1,1,1,0.5,1,1,0.2,0.25,0.5,1,1,1,1,0.25,1,0.3333333333333333,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,0.07692307692307693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0.5,1
shiny-server,0.16666666666666666,0.3333333333333333,0.5,0.005555555555555556,0.5,1,1,1,0.5,0.5,1,0.1,1,1,1,0.5,1,1,0.125,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.016129032258064516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0,1,0.25,1,1,1,1,1,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1
data-visualization,0.008849557522123894,0.5,0.021739130434782608,0.1,1,1,0.2,0.5,1,1,1,1,0.5,0.16666666666666666,0.2,0.5,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.5,1,1,0.5,1,1,0.5,1,1,0.2,1,0.2,1,0.25,1,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,1,1,0.25,1,1,1,1,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,1,1,1,0.5,1,1,0.5,0.3333333333333333,1,1,1,0.5,1,0.3333333333333333,1,1,1,0.1111111111111111,1,0.5,1,1,0.08333333333333333,1,0.3333333333333333,0.25,0.3333333333333333,1,0.5,1,1,1,0.14285714285714285,0.3333333333333333,1,1,0,1,1,1,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,0.25,1,0.5,0.5,1,1,1,1,0.5,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,1,0.08333333333333333,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,0.5,1,1,1,1,1,0.3333333333333333,1,0.5,1,0.2,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1,1,0.5
linux,0.09090909090909091,0.5,0.14285714285714285,0.1111111111111111,1,1,1,0.5,0.2,0.5,0.5,0.05,1,1,1,0.5,1,1,0.3333333333333333,0.06666666666666667,1,0.25,1,1,1,1,1,0.5,1,0.5,1,1,0.25,1,1,1,1,0.5,1,0.09090909090909091,0.5,1,0.125,1,0.5,0.25,1,0.25,1,1,0.3333333333333333,0.3333333333333333,1,1,1,0.5,1,1,1,1,0.1111111111111111,1,1,0.3333333333333333,1,1,0.5,1,0.06666666666666667,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0.3333333333333333,1,1,0.25,1,0,1,1,0.2,1,0.5,1,1,1,1,1,1,1,0.3333333333333333,1,0.0625,1,1,1,1,1,0.5,1,1,1,1,0.5,0.038461538461538464,1,1,1,1,0.3333333333333333,1,1,0.5,1,1,0.2,1,1,1,0.3333333333333333,1,1,0.5,0.5,0.2,1,1,1,1,1,1,1,1,1,0.017543859649122806,1,1,1,1,1,1,1,1,0.5,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,0.5,1,0.1111111111111111,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1
data-manipulation,1,0.041666666666666664,1,0.5,0.037037037037037035,0.08333333333333333,1,0.25,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,0.2,1,1,0.2,1,1,0.5,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2,1,1,0.5,1,1,0.3333333333333333,0.5,1,0.3333333333333333,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3333333333333333,0.5,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,0.25,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,0.25,0.5,1,0.5,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.3333333333333333,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,0.25
replace,1,0.013333333333333334,0.5,1,0.25,0.07142857142857142,0.0625,0.125,0.034482758620689655,0.16666666666666666,0.06666666666666667,1,0.16666666666666666,0.3333333333333333,0.5,1,0.5,0.25,1,0.5,0.5,0.021739130434782608,0.07142857142857142,1,0.25,1,0.1111111111111111,0.25,0.1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,0.2,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,0.5,0.3333333333333333,1,1,1,0.14285714285714285,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,0.5,1,1,1,1,0.25,0.3333333333333333,1,0.5,0.5,1,0.5,1,0.2,0.3333333333333333,1,0.5,1,0.16666666666666666,0.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.16666666666666666,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.3333333333333333,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1
pdf,0.022222222222222223,0.16666666666666666,0.01639344262295082,0.047619047619047616,1,1,0.3333333333333333,0.07692307692307693,0.5,0.25,0.125,0.034482758620689655,0.5,1,0.3333333333333333,0.015151515151515152,0.25,1,0.022222222222222223,0.16666666666666666,1,0.3333333333333333,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,0.1111111111111111,1,0.3333333333333333,1,1,0.3333333333333333,1,0.5,1,1,1,0.5,0.08333333333333333,0.014705882352941176,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,0.3333333333333333,1,0.5,1,1,1,0.058823529411764705,1,1,1,0.5,0.2,1,1,0,1,0.16666666666666666,1,1,1,1,1,1,1,1,0.5,0.2,1,1,1,1,1,1,1,0.5,1,1,1,0.16666666666666666,1,1,0.041666666666666664,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.25,1,0.25,0.5,1,1,0.5,0.14285714285714285,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.25,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,0.5,0.16666666666666666,1,1
variables,0.25,0.038461538461538464,0.1111111111111111,0.2,0.25,0.2,0.1111111111111111,0.022222222222222223,1,0.029411764705882353,0.07142857142857142,0.3333333333333333,0.0625,1,0.5,1,0.16666666666666666,0.2,1,0.5,1,0.05263157894736842,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.5,0.3333333333333333,1,0.08333333333333333,1,1,0.5,1,1,0.2,0.5,1,0.2,1,0.5,1,1,0.5,0.5,0.3333333333333333,1,1,1,1,0.3333333333333333,1,1,1,0.5,1,1,1,1,0.5,0.25,1,1,1,0.5,0.5,0.3333333333333333,0.3333333333333333,1,1,1,0.3333333333333333,1,1,1,0.2,0.5,1,0.3333333333333333,0.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0,0.5,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.25,1,0.3333333333333333,0.3333333333333333,0.5,0.5,1,1,1,0.3333333333333333,1,0.5,1,1,1,0.3333333333333333,0.3333333333333333,1,1,1,1,0.3333333333333333,1,0.5,1,1,1,0.3333333333333333,1,1,1,0.25,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,0.5,1,1,1,0.16666666666666666,1,1,1,1,1,1,1,1,1,1,0.5,0.25,0.5,1,1,0.5,1,1,1,1,1,1,0.5,1,0.3333333333333333,1,1,1,1,1,0.5,0.5,1,1,1,0.3333333333333333,1,0.5,1,0.3333333333333333,1,0.5,1,0.5,1
text,0.03333333333333333,0.05555555555555555,0.03125,0.125,0.2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.02702702702702703,0.125,0.3333333333333333,0.25,0.125,1,1,1,0.07692307692307693,1,1,0.14285714285714285,0.5,0.023255813953488372,0.16666666666666666,0.5,1,1,0.3333333333333333,1,1,1,0.5,0.25,1,1,1,0.2,1,0.3333333333333333,0.3333333333333333,1,0.5,0.16666666666666666,0.25,0.5,0.5,0.5,1,0.25,0.25,0.25,1,0.5,1,0.5,1,1,1,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.5,1,1,1,1,0.5,0.5,0.3333333333333333,1,0.038461538461538464,1,1,0.25,0.2,0.3333333333333333,0.3333333333333333,0.05555555555555555,1,1,1,1,1,0.2,0.5,1,1,1,0.5,0.5,1,0.16666666666666666,0.5,0,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,0.5,1,0.5,0.14285714285714285,0.5,1,1,0.5,0.5,1,0.25,1,1,0.5,0.5,1,1,1,1,0.2,1,1,1,1,1,0.14285714285714285,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,0.5,1,0.5,1,1,0.16666666666666666,1,1,1,1,0.3333333333333333,1,0.3333333333333333,1,1,0.14285714285714285,1,0.25,1,1,0.5,1,0.16666666666666666,1,0.25,0.5,1,1,1,1,0.14285714285714285,1,1,0.5
shinydashboard,0.5,0.5,0.5,0.00847457627118644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.25,1,1,0.02857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,0.125,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.2,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sapply,1,0.08333333333333333,0.5,1,0.2,0.5,0.3333333333333333,0.25,0.2,0.2,0.25,1,0.14285714285714285,0.5,0.5,1,1,0.25,1,0.5,0.3333333333333333,0.25,0.3333333333333333,0.5,0.041666666666666664,0.5,0.3333333333333333,0.027777777777777776,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,0.3333333333333333,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.3333333333333333,1,1,1,1,1,1,1,0.25,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
lubridate,0.3333333333333333,0.2,0.5,0.3333333333333333,0.05,1,1,1,0.5,1,1,0.5,1,0.5,1,1,1,1,1,1,0.0625,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.09090909090909091,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.16666666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mean,0.047619047619047616,0.03333333333333333,0.09090909090909091,1,0.08333333333333333,0.25,0.1,0.2,1,0.16666666666666666,0.2,1,0.3333333333333333,0.14285714285714285,0.1111111111111111,1,0.3333333333333333,0.2,1,1,0.3333333333333333,1,0.25,1,0.14285714285714285,0.25,0.5,0.3333333333333333,1,1,0.5,1,1,1,0.07692307692307693,0.5,1,1,0.5,1,1,1,1,0.3333333333333333,1,1,0.2,1,1,1,1,0.5,1,0.5,1,1,0.16666666666666666,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.25,1,1,1,1,0.3333333333333333,1,0,0.5,1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,0.3333333333333333,0.5,1,1,1,1,1,0.5,1,1,0.3333333333333333,1,1,1,1,1,0.16666666666666666,1,1,1,1,1,1,1,1,1,0.5,0.25,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,0.25,1,0.3333333333333333,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,0.5,1,1
