ggplot2,dataframe,plot,shiny,dplyr,data.table,matrix,loops,regex,function,for-loop,rstudio,list,time-series,statistics,knitr,csv,subset,r-markdown,python,date,string,vector,regression,apply,plyr,merge,lapply,if-statement,igraph,xts,machine-learning,rcpp,plotly,aggregate,graph,shinyapps,excel,reshape,parallel-processing,web-scraping,bar-chart,package,na,performance,xml,histogram,html,latex,legend,datetime,raster,tidyr,linear-regression,optimization,r-caret,boxplot,lattice,json,split,java,tidyverse,lm,leaflet,zoo,arrays,sorting,heatmap,c++,text-mining,sql,rvest,cluster-analysis,gsub,colors,correlation,tm,time,javascript,glm,reshape2,quantmod,graphics,random-forest,forecasting,shiny-server,data-visualization,linux,data-manipulation,replace,pdf,variables,text,shinydashboard,sapply,lubridate,mean,order,twitter,spatial,mysql,lme4,macos,vectorization,match,indexing,ggmap,random,matlab,grep,import,missing-data,stringr,gis,windows,algorithm,logistic-regression,markdown,predict,rcurl,sum,dataset,rodbc,scatter-plot,posixct,rpy2,count,classification,duplicates,packages,anova,apache-spark,character,bioinformatics,foreach,prediction,grouping,maps,devtools,purrr,css,visualization,geospatial,ggvis,ubuntu,sweave,pca,row,conditional,r-raster,filter,dt,rcharts,bioconductor,database,svm,cran,sql-server,s4,httr,facet,error-handling,mixed-models,r-package,bigdata,rbind,combinations,survival-analysis,read.table,sqldf,simulation,parsing,distribution,sparkr,memory,rjava,3d,c,multiple-columns,unique,join,encoding,roxygen2,frequency,pandoc,sparse-matrix,distance,h2o,label,rows,extract,axis-labels,neural-network,k-means,group-by,pandas,file,image,stata,categorical-data
if-statement,0.2,0.011627906976744186,0.09090909090909091,0.1,0.025,0.05263157894736842,0.058823529411764705,0.010526315789473684,0.16666666666666666,0.01694915254237288,0.007751937984496124,1,0.05555555555555555,0.5,0.5,0.25,0.16666666666666666,0.14285714285714285,1,1,0.08333333333333333,0.09090909090909091,0.06666666666666667,0.5,0.1111111111111111,0.5,0.2,0.1111111111111111,0,1,0.3333333333333333,1,0.5,1,0.5,0.3333333333333333,0.5,0.3333333333333333,1,0.3333333333333333,1,0.5,1,0.16666666666666666,0.09090909090909091,1,1,1,0.5,1,0.25,0.3333333333333333,1,1,0.25,1,1,1,1,0.5,1,0.5,0.5,1,0.5,0.125,0.2,1,1,1,1,1,1,1,0.16666666666666666,1,0.5,0.25,1,1,1,1,1,1,1,1,1,1,0.2,0.1,1,0.08333333333333333,1,1,1,1,1,1,1,1,0.5,1,1,0.25,0.2,0.25,1,0.5,1,0.5,1,0.3333333333333333,0.5,1,1,0.25,1,1,1,1,0.3333333333333333,0.2,1,1,1,1,0.25,0.5,0.2,1,1,1,0.3333333333333333,1,0.3333333333333333,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,0.3333333333333333,0.05,0.3333333333333333,0.25,1,1,1,0.3333333333333333,1,1,1,1,1,1,0.2,1,1,0.5,1,1,1,1,1,0.3333333333333333,1,0.5,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,0.3333333333333333,1,1,1,1,1
igraph,0.14285714285714285,0.125,0.038461538461538464,0.2,0.14285714285714285,1,0.07142857142857142,0.25,1,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,1,1,0.3333333333333333,0.125,1,0.5,0.1111111111111111,1,1,0.3333333333333333,1,1,1,0.5,0.5,1,0,1,1,1,0.3333333333333333,1,0.0136986301369863,1,1,0.5,1,1,1,1,1,0.25,0.5,1,1,1,0.3333333333333333,1,1,1,1,0.5,1,1,0.3333333333333333,1,0.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,0.125,1,0.2,1,1,1,0.1,1,1,1,1,1,1,1,0.2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,0.25,1,0.3333333333333333,1,0.5,0.3333333333333333,0.5,1,0.3333333333333333,1,1,0.5,1,0.2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,1,0.3333333333333333,1,1,1,0.5,1,1,0.5,1,0.5,1,1
xts,0.25,0.045454545454545456,0.045454545454545456,0.16666666666666666,0.125,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.5,1,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.007194244604316547,0.2,0.5,0.047619047619047616,0.09090909090909091,1,0.5,0.07692307692307693,1,0.3333333333333333,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.05555555555555555,0.14285714285714285,0.3333333333333333,1,0,0.5,1,1,0.09090909090909091,0.3333333333333333,0.5,0.3333333333333333,1,0.5,1,1,1,0.25,0.5,1,1,1,1,1,0.09090909090909091,1,0.5,0.3333333333333333,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.020833333333333332,1,0.3333333333333333,1,0.3333333333333333,1,0.5,1,1,1,1,0.3333333333333333,1,0.16666666666666666,1,1,1,0.03125,0.3333333333333333,1,0.25,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,1,0.5,0.5,1,0.2,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0.5,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.5,0.5,1,1,0.3333333333333333,1,1,1,1
machine-learning,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.2,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.25,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.05,0.016666666666666666,1,0.1111111111111111,0.25,1,0.016129032258064516,1,1,0.3333333333333333,0.02,0.5,1,1,1,1,1,0.5,0,1,1,1,0.16666666666666666,0.5,0.5,1,0.08333333333333333,0.3333333333333333,1,0.5,0.3333333333333333,0.125,1,1,1,1,1,1,1,0.5,0.1,0.14285714285714285,0.01818181818181818,1,1,0.3333333333333333,0.5,0.08333333333333333,1,0.5,1,1,1,1,1,0.3333333333333333,0.1111111111111111,1,1,0.037037037037037035,1,1,0.5,1,0.5,1,0.1,1,1,0.5,0.015873015873015872,0.3333333333333333,1,0.2,1,0.5,0.5,1,0.5,0.25,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,0.5,0.16666666666666666,1,1,0.125,1,1,1,0.05263157894736842,0.09090909090909091,1,0.1111111111111111,1,1,0.1111111111111111,1,1,1,0.5,1,0.009345794392523364,0.5,0.25,1,0.09090909090909091,1,0.25,0.3333333333333333,0.041666666666666664,1,1,1,1,1,0.5,1,1,1,1,0.2,1,0.5,1,1,1,1,1,0.5,0.0136986301369863,1,1,1,1,1,1,1,0.5,0.2,1,1,0.3333333333333333,1,1,0.3333333333333333,1,0.5,0.5,0.2,1,1,0.5,1,1,1,1,1,1,1,0.14285714285714285,0.25,0.09090909090909091,1,1,1,1,0.02,0.125,1,0.16666666666666666,1,1,0.5,0.2
rcpp,1,0.3333333333333333,0.5,0.25,0.16666666666666666,0.125,0.08333333333333333,0.3333333333333333,1,0.25,0.5,0.2,0.5,0.5,1,0.5,1,1,0.5,0.3333333333333333,1,1,0.3333333333333333,0.5,0.3333333333333333,0.5,1,1,0.5,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,1,1,0.16666666666666666,1,0.09090909090909091,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,0.5,0.5,1,0.006666666666666667,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,0.25,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.16666666666666666,1,1,1,1,0.25,0.5,1,1,1,1,1,0.16666666666666666,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.07692307692307693,1,0.5,1,1,1,1,1,0.25,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
plotly,0.00847457627118644,0.5,0.034482758620689655,0.010101010101010102,0.5,0.5,0.3333333333333333,1,1,0.3333333333333333,0.5,0.14285714285714285,1,0.25,1,0.1,1,0.5,0.06666666666666667,1,0.25,1,1,0.25,1,1,1,1,1,0.3333333333333333,1,1,1,0,1,0.25,0.08333333333333333,1,1,1,1,0.2,1,1,1,1,0.3333333333333333,0.25,1,0.125,1,1,0.5,1,1,1,0.125,1,0.3333333333333333,1,0.5,1,0.3333333333333333,0.5,1,1,1,0.2,1,1,1,1,0.5,1,0.1111111111111111,1,1,1,0.05555555555555555,1,1,1,1,1,1,0.5,0.25,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,0.25,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09090909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1
aggregate,0.2,0.014285714285714285,0.25,0.5,0.02564102564102564,0.02,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.09090909090909091,0.25,0.5,0.1111111111111111,0.047619047619047616,0.125,1,0.5,0.1111111111111111,1,1,0.06666666666666667,0.3333333333333333,0.5,0.3333333333333333,0.1111111111111111,0.030303030303030304,0.08333333333333333,0.16666666666666666,0.5,1,0.09090909090909091,1,1,1,0,0.5,1,0.3333333333333333,0.08333333333333333,0.5,1,1,1,0.3333333333333333,0.25,1,0.5,1,0.5,1,0.2,0.25,0.3333333333333333,1,1,1,0.5,1,1,0.3333333333333333,1,1,1,1,0.25,1,0.5,1,1,0.5,0.25,1,0.5,1,1,1,0.3333333333333333,0.1,1,1,0.5,1,1,1,1,1,1,1,0.3333333333333333,1,1,0.2,1,1,1,0.5,0.07692307692307693,1,1,0.3333333333333333,1,1,1,1,0.5,1,1,1,1,0.3333333333333333,1,1,1,0.25,1,1,1,1,1,1,0.07142857142857142,0.25,1,1,1,1,0.0625,0.5,0.25,1,1,1,0.5,1,1,1,0.07142857142857142,1,1,1,1,0.3333333333333333,0.5,1,1,1,1,0.3333333333333333,0.25,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.5,1,1,0.3333333333333333,1,1,1,1,1,0.3333333333333333,0.5,1,1,1,0.07142857142857142,1,1,1,0.5,1
graph,0.006172839506172839,0.05555555555555555,0.004830917874396135,0.05555555555555555,0.5,1,0.05555555555555555,0.2,1,0.125,0.14285714285714285,0.125,0.2,0.1111111111111111,0.06666666666666667,0.5,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.05,0.1111111111111111,0.25,0.2,0.5,1,1,1,1,0.3333333333333333,0.0136986301369863,0.3333333333333333,0.16666666666666666,1,0.25,0.5,0,1,0.08333333333333333,0.3333333333333333,1,1,0.08333333333333333,0.3333333333333333,1,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2,0.25,1,1,0.5,1,1,0.3333333333333333,0.125,1,1,0.5,1,1,1,1,0.25,0.3333333333333333,0.5,1,1,0.3333333333333333,1,0.125,1,0.058823529411764705,1,0.5,0.25,1,0.5,1,1,0.03571428571428571,1,0.5,1,0.16666666666666666,1,0.5,0.5,0.1111111111111111,0.5,0.2,1,1,1,0.5,0.3333333333333333,0.5,1,0.5,1,1,1,1,1,1,0.5,0.14285714285714285,1,0.5,1,1,0.5,0.5,0.06666666666666667,1,1,0.5,1,1,0.5,1,0.25,1,1,0.5,1,1,0.5,1,1,1,1,1,1,0.3333333333333333,0.5,1,1,0.5,0.1111111111111111,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,0.5,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.5,1,1,1,0.16666666666666666,0.3333333333333333,1,1,1,1,1,0.5,1,1,0.3333333333333333,1,0.1111111111111111,1,1,0.5,1,1,1,1,0.5,0.25,1,1
shinyapps,0.14285714285714285,0.16666666666666666,0.2,0.002631578947368421,0.16666666666666666,0.5,1,1,1,1,1,0.05555555555555555,1,1,1,1,0.25,1,0.14285714285714285,1,1,1,0.5,1,1,1,1,1,0.5,1,0.5,0.5,1,0.08333333333333333,1,1,0,0.5,1,1,1,1,0.5,1,1,1,1,0.25,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,0.2,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.125,1,1,1,1,1,1,0.016129032258064516,0.3333333333333333,1,1,1,1,1,1,0.02857142857142857,1,1,1,1,0.5,1,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16666666666666666,0.5,1,1,0.5,1,0.5,1,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1
excel,0.1,0.02564102564102564,0.09090909090909091,0.09090909090909091,0.25,0.2,0.1,0.08333333333333333,0.2,0.2,0.14285714285714285,0.2,0.125,0.25,0.1,0.5,0.018867924528301886,0.5,0.5,0.04,0.03225806451612903,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07142857142857142,1,0.3333333333333333,1,0.3333333333333333,0.5,1,1,0.3333333333333333,0.08333333333333333,0.5,0,0.5,1,0.5,1,0.25,0.5,0.3333333333333333,0.2,1,0.25,0.5,1,0.125,1,1,0.5,0.25,1,1,1,0.5,0.5,0.07142857142857142,1,1,1,1,0.3333333333333333,0.16666666666666666,1,0.3333333333333333,0.5,0.08333333333333333,0.5,1,1,1,1,1,0.16666666666666666,0.25,0.5,0.3333333333333333,1,1,1,0.3333333333333333,1,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.2,0.3333333333333333,1,1,0.5,1,1,0.5,0.5,0.16666666666666666,1,0.16666666666666666,1,0.5,0.25,1,1,0.25,1,0.041666666666666664,1,1,1,0.3333333333333333,0.5,0.5,1,1,0.5,1,0.2,1,1,1,1,0.5,1,0.5,1,0.5,1,0.25,1,1,1,1,0.5,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,0.3333333333333333,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,0.5,1,0.16666666666666666,0.5,0.5,1
reshape,0.05555555555555555,0.0125,0.16666666666666666,0.3333333333333333,0.023255813953488372,0.037037037037037035,0.06666666666666667,0.2,0.5,0.5,0.25,1,1,0.5,1,1,0.3333333333333333,0.25,1,0.3333333333333333,1,1,0.5,1,0.25,0.05555555555555555,0.3333333333333333,1,1,0.5,1,1,1,1,0.08333333333333333,0.3333333333333333,1,0.5,0,1,1,0.3333333333333333,1,1,0.5,1,1,1,1,1,0.5,1,0.07692307692307693,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.016129032258064516,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,0.3333333333333333,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,0.5,0.5,1,1,1,1,0.5,0.5,1,1,0.3333333333333333,1,1,1,1,0.3333333333333333,1,1,1,0.5,1
parallel-processing,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.2,0.125,0.07692307692307693,0.1,0.2,1,0.14285714285714285,0.06666666666666667,0.16666666666666666,0.3333333333333333,0.25,0.25,0.5,0.3333333333333333,1,0.5,0.14285714285714285,1,1,0.5,0.2,0.1111111111111111,0.07142857142857142,0.5,0.0625,0.3333333333333333,1,0.5,0.08333333333333333,0.16666666666666666,1,0.5,1,1,1,1,0,0.5,1,0.25,1,0.05,0.5,1,1,1,1,1,0.14285714285714285,1,1,0.1,0.3333333333333333,1,0.5,0.5,1,0.3333333333333333,0.5,1,1,1,1,0.5,1,0.125,0.2,0.25,1,0.5,1,1,1,0.14285714285714285,1,1,0.5,1,0.5,1,0.05555555555555555,0.5,1,1,0.09090909090909091,1,1,1,0.5,1,1,0.3333333333333333,1,1,0.5,1,1,0.2,0.5,0.2,0.25,1,0.5,1,0.25,0.5,1,1,1,1,0.3333333333333333,0.0625,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0.2,1,1,1,0.125,1,0.3333333333333333,0.007633587786259542,0.5,1,0.5,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,0.5,1,1,1,1,0.3333333333333333,0.5,0.5,0.5,1,1,1,0.3333333333333333,1,0.5,0.25,1,0.5,1,1,1,0.25,1,1,1,0.07692307692307693,1,1,0.5,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1
web-scraping,1,0.07142857142857142,1,0.3333333333333333,0.16666666666666666,1,1,0.14285714285714285,0.125,0.3333333333333333,0.06666666666666667,0.2,0.5,1,1,1,0.16666666666666666,1,1,0.06666666666666667,1,0.3333333333333333,1,1,1,1,1,0.3333333333333333,1,1,1,0.3333333333333333,1,1,1,1,1,0.5,1,0.5,0,1,1,1,1,0.02127659574468085,1,0.009433962264150943,1,1,1,1,1,1,1,1,1,1,0.1,1,0.3333333333333333,1,1,1,1,1,1,1,1,0.16666666666666666,1,0.016666666666666666,1,0.3333333333333333,1,1,1,1,0.03571428571428571,1,1,0.3333333333333333,1,1,1,1,1,0.5,1,1,0.3333333333333333,1,0.5,1,1,1,1,1,0.5,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.03225806451612903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.058823529411764705,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,0.14285714285714285,1,0.25,1,1,1,1,1,1,1,1,1,0.125,1,1,1,1,1,1,1,1,1,0.14285714285714285,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.25,1,1
bar-chart,0.005208333333333333,0.1,0.01639344262295082,0.14285714285714285,0.2,1,0.25,1,1,1,1,1,0.5,0.5,0.16666666666666666,1,0.25,1,1,0.5,0.5,0.5,0.5,1,0.3333333333333333,1,1,1,0.5,1,1,1,1,0.2,1,0.08333333333333333,1,1,0.3333333333333333,1,1,0,1,1,1,1,0.16666666666666666,1,1,0.16666666666666666,1,1,1,1,1,1,0.5,0.125,1,1,1,1,1,1,1,1,0.16666666666666666,0.3333333333333333,1,1,1,1,1,1,0.08333333333333333,1,1,0.3333333333333333,0.3333333333333333,1,1,1,0.3333333333333333,1,1,1,0.25,1,1,1,1,1,0.16666666666666666,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,0.16666666666666666,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,0.14285714285714285,1,1,0.3333333333333333,1,1,1,1,1,1,1,0.3333333333333333
package,0.14285714285714285,0.3333333333333333,0.2,0.3333333333333333,0.25,0.2,0.5,1,0.3333333333333333,0.05263157894736842,1,0.043478260869565216,0.25,0.2,0.25,0.2,0.3333333333333333,1,0.5,0.16666666666666666,0.5,1,0.3333333333333333,0.2,1,0.5,1,1,1,1,1,0.5,0.16666666666666666,1,1,0.3333333333333333,0.5,0.25,1,0.25,1,1,0,1,1,0.2,1,0.5,0.16666666666666666,1,0.5,0.5,1,1,0.5,0.3333333333333333,1,1,0.5,1,0.25,1,0.5,1,0.5,1,1,1,0.14285714285714285,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.3333333333333333,0.3333333333333333,1,1,0.125,1,1,0.5,0.5,0.25,1,1,1,1,1,0.5,0.5,0.3333333333333333,1,0.14285714285714285,1,0.5,0.3333333333333333,1,0.5,1,1,0.2,0.25,1,1,0.14285714285714285,0.5,1,0.5,1,0.5,1,0.2,1,1,1,1,1,0.3333333333333333,1,0.1111111111111111,0.5,0.5,1,0.5,0.5,0.3333333333333333,1,0.5,0.04,1,1,0.5,1,1,0.1111111111111111,1,1,1,1,1,1,1,1,0.25,0.3333333333333333,1,0.07692307692307693,1,0.1,1,1,0.14285714285714285,1,0.3333333333333333,0.5,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,0.3333333333333333,1,1,1,0.5,0.2,1,0.5,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1,1
na,0.16666666666666666,0.029411764705882353,0.125,1,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.3333333333333333,1,0.16666666666666666,0.2,1,0.2,0.16666666666666666,0.2,0.5,0.5,0.2,1,0.3333333333333333,0.25,0.5,0.25,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.25,0.16666666666666666,1,0.25,0.3333333333333333,1,1,0.3333333333333333,1,1,0.5,1,1,1,1,1,0,0.5,1,1,1,1,0.3333333333333333,0.25,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,1,0.5,1,1,1,1,0.3333333333333333,1,0.16666666666666666,1,0.3333333333333333,0.5,1,1,1,1,0.3333333333333333,0.5,1,0.25,1,1,1,0.5,0.5,1,1,0.3333333333333333,0.5,1,1,1,1,0.2,1,0.5,0.5,1,0.5,1,0.3333333333333333,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,0.058823529411764705,1,1,1,0.5,0.25,1,0.2,1,0.25,0.3333333333333333,1,1,0.5,1,0.5,1,0.3333333333333333,1,0.5,0.5,0.3333333333333333,1,0.5,0.25,1,1,1,1,1,1,1,1,1,1,0.25,0.3333333333333333,0.5,0.5,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,0.2,1,1,0.5,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.3333333333333333,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5
performance,0.16666666666666666,0.017543859649122806,0.25,1,0.05,0.023255813953488372,0.017543859649122806,0.013333333333333334,0.2,0.05,0.01282051282051282,1,0.05,0.3333333333333333,0.14285714285714285,1,0.1111111111111111,0.25,1,0.3333333333333333,0.25,0.05555555555555555,0.07692307692307693,0.16666666666666666,0.07692307692307693,0.2,0.2,0.2,0.09090909090909091,0.25,0.5,0.125,0.09090909090909091,1,0.25,0.3333333333333333,1,0.3333333333333333,0.5,0.05,1,1,1,0.5,0,0.2,1,0.5,1,1,0.25,0.5,0.5,0.5,0.038461538461538464,0.3333333333333333,1,1,0.5,0.25,0.3333333333333333,0.5,1,1,0.3333333333333333,0.07142857142857142,0.16666666666666666,1,0.07142857142857142,0.3333333333333333,0.5,1,0.3333333333333333,0.5,1,1,0.5,0.16666666666666666,1,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,1,1,1,0.5,1,0.3333333333333333,1,0.3333333333333333,0.5,1,0.5,1,1,1,1,0.2,1,0.2,1,0.05555555555555555,0.3333333333333333,0.1111111111111111,1,0.25,0.25,0.5,0.5,0.25,1,0.5,0.5,0.05555555555555555,0.25,1,0.5,1,0.16666666666666666,1,0.5,1,1,1,0.5,0.3333333333333333,0.3333333333333333,0.5,1,0.5,0.5,0.25,0.14285714285714285,0.3333333333333333,0.3333333333333333,1,1,1,1,0.5,0.3333333333333333,1,0.5,1,1,0.5,1,1,1,1,1,1,0.25,0.3333333333333333,1,0.3333333333333333,1,1,1,1,1,1,0.2,1,0.3333333333333333,1,1,1,0.16666666666666666,0.25,1,1,0.06666666666666667,1,1,0.14285714285714285,1,1,0.25,1,1,1,1,0.25,0.2,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5
xml,0.3333333333333333,0.047619047619047616,0.5,0.3333333333333333,0.5,0.3333333333333333,1,0.1111111111111111,0.1,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.05263157894736842,0.5,0.3333333333333333,0.5,0.2,0.5,1,0.25,1,0.3333333333333333,0.5,1,1,0.3333333333333333,0.5,0.3333333333333333,1,0.5,1,1,1,1,1,0.5,1,0.2,1,0.5,0.02127659574468085,1,0.2,1,0.2,0,1,0.013888888888888888,1,1,1,1,1,1,0.5,1,1,1,0.1111111111111111,1,0.3333333333333333,1,1,1,1,1,0.5,1,0.5,0.25,0.3333333333333333,0.1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,1,0.5,1,0.5,1,1,0.3333333333333333,1,1,1,0.25,1,1,1,1,0.06666666666666667,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,0.25,1,1,0.5,1,0.3333333333333333,1,1,1,1,1,0.5,1,1,1,1,1,0.037037037037037035,1,1,1,1,1,0.5,1,1,1,0.14285714285714285,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,1
histogram,0.007692307692307693,0.1111111111111111,0.014492753623188406,1,0.3333333333333333,1,0.3333333333333333,0.2,1,1,0.25,0.25,1,0.5,0.05263157894736842,1,0.2,1,1,1,0.3333333333333333,1,0.2,1,0.5,0.5,1,1,1,1,1,1,1,0.3333333333333333,0.5,0.16666666666666666,1,1,1,1,1,0.16666666666666666,1,1,1,1,0,1,1,0.25,0.25,0.3333333333333333,1,1,1,1,0.5,0.1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.14285714285714285,1,1,0.5,1,1,1,1,0.2,1,1,1,0.16666666666666666,1,1,1,0.5,1,1,1,1,1,0.2,0.3333333333333333,0.5,1,1,1,1,1,1,1,1,0.5,0.3333333333333333,1,1,1,1,0.5,1,1,1,1,1,1,1,0.3333333333333333,1,0.3333333333333333,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,1,0.14285714285714285,1,1,1,1,1,1,1,1,1,1,0.1111111111111111,1,1,1,1,0.3333333333333333,1,0.5,0.5,1,1,1,1,1,1,1,1
